group_sid,group_id,group_name,technique_id,technique_name,is_subtechnique
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,G0078,Gorgon Group,T1566.001,Spearphishing Attachment,True
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,G0001,Axiom,T1583.002,DNS Server,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1556.007,Hybrid Identity,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1566.001,Spearphishing Attachment,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1567.002,Exfiltration to Cloud Storage,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1021.001,Remote Desktop Protocol,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1550.002,Pass the Hash,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1083,File and Directory Discovery,False
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,G0001,Axiom,T1203,Exploitation for Client Execution,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1033,System Owner/User Discovery,False
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1608.004,Drive-by Target,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1003.001,LSASS Memory,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1588.002,Tool,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1203,Exploitation for Client Execution,False
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1033,System Owner/User Discovery,False
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,G0091,Silence,T1027.010,Command Obfuscation,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1588.002,Tool,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1562.001,Disable or Modify Tools,True
intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,G0103,Mofang,T1566.001,Spearphishing Attachment,True
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,G0099,APT-C-36,T1027,Obfuscated Files or Information,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1547.009,Shortcut Modification,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1007,System Service Discovery,False
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1585.002,Email Accounts,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1106,Native API,False
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1037.004,RC Scripts,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1018,Remote System Discovery,False
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1588.001,Malware,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1543.003,Windows Service,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1070.006,Timestomp,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1059.001,PowerShell,True
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1190,Exploit Public-Facing Application,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1059.005,Visual Basic,True
intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,G0053,FIN5,T1588.002,Tool,True
intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,G0124,Windigo,T1090,Proxy,False
intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,G1026,Malteiro,T1027.013,Encrypted/Encoded File,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1542.003,Bootkit,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1221,Template Injection,False
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1497,Virtualization/Sandbox Evasion,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1218.011,Rundll32,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1190,Exploit Public-Facing Application,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1593.003,Code Repositories,True
intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,G0018,admin@338,T1069.001,Local Groups,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1598.003,Spearphishing Link,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1059.005,Visual Basic,True
intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f,G0036,GCMAN,T1021.004,SSH,True
intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063,G0003,Cleaver,T1587.001,Malware,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1047,Windows Management Instrumentation,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1120,Peripheral Device Discovery,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1567.002,Exfiltration to Cloud Storage,True
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,G1012,CURIUM,T1585.002,Email Accounts,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1591.002,Business Relationships,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1583.006,Web Services,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1596,Search Open Technical Databases,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1036.004,Masquerade Task or Service,True
intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,G1024,Akira,T1657,Financial Theft,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1098.002,Additional Email Delegate Permissions,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1087.003,Email Account,True
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1566.004,Spearphishing Voice,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1190,Exploit Public-Facing Application,False
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1203,Exploitation for Client Execution,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--d69e568e-9ac8-4c08-b32c-d93b43ba9172,G0076,Thrip,T1588.002,Tool,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1110,Brute Force,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1070.004,File Deletion,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1056.001,Keylogging,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1110,Brute Force,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1059.001,PowerShell,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1059.005,Visual Basic,True
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1574.001,DLL,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1574.006,Dynamic Linker Hijacking,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1071.001,Web Protocols,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1102.002,Bidirectional Communication,True
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,G0021,Molerats,T1566.002,Spearphishing Link,True
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1071.001,Web Protocols,True
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1559.002,Dynamic Data Exchange,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1571,Non-Standard Port,False
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,G1009,Moses Staff,T1588.002,Tool,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1070.004,File Deletion,True
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1496.001,Compute Hijacking,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1583.001,Domains,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1027.013,Encrypted/Encoded File,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1566.002,Spearphishing Link,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1087.001,Local Account,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1548.002,Bypass User Account Control,True
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,G1045,Salt Typhoon,T1602.002,Network Device Configuration Dump,True
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1552.001,Credentials In Files,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1550.002,Pass the Hash,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1567.002,Exfiltration to Cloud Storage,True
intrusion-set--674582ec-51c4-42ce-b409-797239e37a2a,G1031,Saint Bear,T1204.002,Malicious File,True
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1566.001,Spearphishing Attachment,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1021.001,Remote Desktop Protocol,True
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,G0005,APT12,T1566.001,Spearphishing Attachment,True
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,G0142,Confucius,T1082,System Information Discovery,False
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1068,Exploitation for Privilege Escalation,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1078.001,Default Accounts,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1132.001,Standard Encoding,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1578.003,Delete Cloud Instance,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1016,System Network Configuration Discovery,False
intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,G0073,APT19,T1566.001,Spearphishing Attachment,True
intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,G0095,Machete,T1053.005,Scheduled Task,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1584.004,Server,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1059.003,Windows Command Shell,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1003.002,Security Account Manager,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1557,Adversary-in-the-Middle,False
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1210,Exploitation of Remote Services,False
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1003.001,LSASS Memory,True
intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,G1005,POLONIUM,T1090,Proxy,False
intrusion-set--319fd652-edde-46b2-9987-3519493989f5,G1046,Storm-1811,T1027.013,Encrypted/Encoded File,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,G0085,FIN4,T1204.001,Malicious Link,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1056.002,GUI Input Capture,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1071.001,Web Protocols,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1135,Network Share Discovery,False
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1588.001,Malware,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1566.002,Spearphishing Link,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1608.001,Upload Malware,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1090.001,Internal Proxy,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1203,Exploitation for Client Execution,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1189,Drive-by Compromise,False
intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,G0039,Suckfly,T1078,Valid Accounts,False
intrusion-set--d6e88e18-81e8-4709-82d8-973095da1e70,G0023,APT16,T1584.004,Server,True
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1102.002,Bidirectional Communication,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1046,Network Service Discovery,False
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1106,Native API,False
intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,G0061,FIN8,T1027.010,Command Obfuscation,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1105,Ingress Tool Transfer,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1087.002,Domain Account,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1189,Drive-by Compromise,False
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,G0122,Silent Librarian,T1585.002,Email Accounts,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1518.001,Security Software Discovery,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1562,Impair Defenses,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1553.005,Mark-of-the-Web Bypass,True
intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,G0012,Darkhotel,T1497.001,System Checks,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1112,Modify Registry,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1110.003,Password Spraying,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1204.002,Malicious File,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1053.005,Scheduled Task,True
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,G1012,CURIUM,T1124,System Time Discovery,False
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1190,Exploit Public-Facing Application,False
intrusion-set--2e5d3a83-fe00-41a5-9b60-237efc84832f,G0002,Moafee,T1027.001,Binary Padding,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1553.002,Code Signing,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1218.011,Rundll32,True
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1036.004,Masquerade Task or Service,True
intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40,G0043,Group5,T1056.001,Keylogging,True
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1070.002,Clear Linux or Mac System Logs,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1573.001,Symmetric Cryptography,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1568.002,Domain Generation Algorithms,True
intrusion-set--5f3d0238-d058-44a9-8812-3dd1b6741a8c,G1005,POLONIUM,T1588.002,Tool,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1569.002,Service Execution,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1047,Windows Management Instrumentation,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1033,System Owner/User Discovery,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1087.001,Local Account,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1029,Scheduled Transfer,False
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,G1040,Play,T1078,Valid Accounts,False
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1203,Exploitation for Client Execution,False
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1566.001,Spearphishing Attachment,True
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,G0078,Gorgon Group,T1564.003,Hidden Window,True
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1027.013,Encrypted/Encoded File,True
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,G0091,Silence,T1569.002,Service Execution,True
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1608.001,Upload Malware,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1082,System Information Discovery,False
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1071.001,Web Protocols,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1005,Data from Local System,False
intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,G0011,PittyTiger,T1588.002,Tool,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1560.001,Archive via Utility,True
intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd,G0013,APT30,T1566.001,Spearphishing Attachment,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1204.002,Malicious File,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1027.013,Encrypted/Encoded File,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1218.005,Mshta,True
intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,G0077,Leafminer,T1552.001,Credentials In Files,True
intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,G0093,GALLIUM,T1059.001,PowerShell,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1204.001,Malicious Link,True
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1588.002,Tool,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1140,Deobfuscate/Decode Files or Information,False
intrusion-set--03be849d-b5a2-4766-9dda-48976bae5710,G1008,SideCopy,T1059.005,Visual Basic,True
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1016.001,Internet Connection Discovery,True
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,G0140,LazyScripter,T1071.004,DNS,True
intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,G0067,APT37,T1055,Process Injection,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1082,System Information Discovery,False
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,G1045,Salt Typhoon,T1110.002,Password Cracking,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1071.004,DNS,True
intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,G0056,PROMETHIUM,T1543.003,Windows Service,True
intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384,G0122,Silent Librarian,T1589.002,Email Addresses,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1204.001,Malicious Link,True
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1124,System Time Discovery,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1083,File and Directory Discovery,False
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1036.004,Masquerade Task or Service,True
intrusion-set--76565741-3452-4069-ab08-80c0ea95bbeb,G0083,SilverTerrier,T1071.001,Web Protocols,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1518,Software Discovery,False
intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,G0022,APT3,T1074.001,Local Data Staging,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1219,Remote Access Tools,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1071.001,Web Protocols,True
intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,G0078,Gorgon Group,T1055.002,Portable Executable Injection,True
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,G1009,Moses Staff,T1505.003,Web Shell,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1566.002,Spearphishing Link,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1057,Process Discovery,False
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1574.001,DLL,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1082,System Information Discovery,False
intrusion-set--38fd6a28-3353-4f2b-bb2b-459fecd5c648,G0026,APT18,T1105,Ingress Tool Transfer,False
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1587.004,Exploits,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1046,Network Service Discovery,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1218,System Binary Proxy Execution,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1114.002,Remote Email Collection,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1555.003,Credentials from Web Browsers,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1070.001,Clear Windows Event Logs,True
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1657,Financial Theft,False
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1049,System Network Connections Discovery,False
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1036.004,Masquerade Task or Service,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1573.002,Asymmetric Cryptography,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1070.004,File Deletion,True
